txt1	lvl11	lvl12	lvl13	lvl14	txt2	lvl21	lvl22	lvl23	lvl24	mantra_id	pratika
RV		9	66	21c	KS			7	16c	37970	
RV		9	66	21c	ŚB	4	5	4	9c	37970	
RV		9	66	21c	TA		2	5	1c	37970	
RV		9	66	21c	KA		1	198	28c	37970	
RV		9	107	1c	SV			2	663c	37974	
RV		9	107	1c	VS			19	2c	37974	
RV		9	107	1c	MS		3	11	7c	37974	
RV		9	107	1c	KS			37	18c	37974	
RV		9	107	1c	JB			3	252c	37974	
RV		9	107	1c	ŚB	12	8	2	12	37974	
RV		9	107	1c	TB	2	6	1	2c	37974	
RV		9	10	2b	SV			2	470b	37977	
RV		9	10	2b	SV			2	543c	37977	
RV		9	10	2b	JB			3	175b	37977	
RV		2	5	3a	TS	3	3	3	3a	37979	
RV		2	5	3a	MS		2	13	5a	37979	
RV		2	5	3a	ApŚ		12	8	9	37979	
RV		2	5	3a	MŚ	7	1	1	36	37979	
RV		10	36	13d	TB	2	8	6	4d	37981	
RV		5	22	2b	MS		4	11	1c	37984	
RV		5	22	2b	KS			2	14c	37984	
RV		9	86	10c	JB			3	135	37993	
RV		9	86	10c	ApŚ		20	13	4c	37993	
RV		9	86	10c	MŚ	9	2	3	7c	37993	
RV		1	185	7c	TB	2	8	4	8c	37999	
PB		1	3	5c	PB		1	5	14c	38000	
VS			20	69c	KS			38	9c	38005	
VS			20	69c	TB	2	6	13	2c	38005	
RV		1	6	4c	AVŚ		20	69	12c	38009	
RV		1	6	4c	SV			2	201c	38009	
RV		1	6	4c	JB			3	38c	38009	
VS			20	72d	KS			38	9d	38010	
VS			20	72d	TB	2	6	13	3d	38010	
VS			19	32c	KS			38	2c	38012	
VS			19	32c	ŚB	12	8	1	2	38012	
VS			19	32c	TB	2	6	3	1c	38012	
AVP		1	96	1c	ApŚ		16	34	4c	38018	
RV		10	140	1d	VS			12	106d	38025	
RV		10	140	1d	TS	4	2	7	2d	38025	
RV		10	140	1d	MS		2	7	14d	38025	
RV		10	140	1d	KS			16	14d	38025	
RV		10	140	1d	ŚB	7	3	1	29	38025	
RV		8	102	1b	MS		4	12	6b	38026	
RV		8	102	1b	KS			23	12b	38026	
RV		10	140	5d	VS			12	110d	38028	
RV		10	140	5d	MS		2	7	14d	38028	
RV		10	140	5d	ŚB	7	3	1	33	38028	
RV		7	41	6b	AVP		4	31	6b	38036	
RV		7	41	6b	VS			34	39b	38036	
RV		7	41	6b	TB	2	8	9	9b	38036	
RV		7	41	6b	ApMB		1	14	6b	38036	
RV		4	40	3d	TS	1	7	8	3d	38041	
RV		4	40	3d	MS		1	11	2d	38041	
RV		4	40	3d	KS			13	14d	38041	
RV		4	40	3d	ŚB	5	1	5	20d	38041	
RV		4	39	6a	SV			1	358a	38042	
RV		4	39	6a	VS			23	32a	38042	
RV		4	39	6a	VSK			35	57a	38042	
RV		4	39	6a	TS	1	5	11	4a	38042	
RV		4	39	6a	TS	7	4	19	4a	38042	
RV		4	39	6a	MS		1	5	1a	38042	
RV		4	39	6a	MS		1	5	6	38042	
RV		4	39	6a	MS		3	13	1	38042	
RV		4	39	6a	MS		4	11	1	38042	
RV		4	39	6a	KS			6	9a	38042	
RV		4	39	6a	KS			7	4	38042	
RV		4	39	6a	KSA			4	8	38042	
RV		4	39	6a	AB		6	36	8	38042	
RV		4	39	6a	AB		7	33	1	38042	
RV		4	39	6a	GB		2	6	16	38042	
RV		4	39	6a	PB		1	6	17a	38042	
RV		4	39	6a	ŚB	13	2	9	9	38042	
RV		4	39	6a	ŚB	13	5	2	9	38042	
RV		4	39	6a	TB	3	9	7	5	38042	
RV		4	39	6a	AŚ		2	12	5	38042	
RV		4	39	6a	AŚ		6	12	12	38042	
RV		4	39	6a	AŚ		8	3	32	38042	
RV		4	39	6a	ŚŚ		4	13	2	38042	
RV		4	39	6a	ŚŚ		12	25	1	38042	
RV		4	39	6a	Vait			32	33	38042	
RV		4	39	6a	ApŚ		4	14	1	38042	
RV		4	39	6a	ApŚ		6	16	6	38042	
RV		4	39	6a	ApŚ		6	22	1	38042	
RV		4	39	6a	ApŚ		13	18	1	38042	
RV		4	39	6a	ApŚ		20	18	7	38042	
RV		4	39	6a	HirŚ		6	4	11	38042	
RV		4	39	6a	MŚ	2	5	4	14	38042	
RV		4	39	6a	ŚG		1	17	1	38042	
RV		4	39	6a	ŚG		4	5	10	38042	
RV		4	39	6a	GG		3	3	7	38042	
RV		4	39	6a	MG		1	22	3	38042	
RV		4	39	6a	VārG			5	6	38042	
RV		4	39	6a	VārG			15	21	38042	
RV		4	39	6a	Svidh		1	5	5	38042	
RV		4	39	6a	Vait			23	17	38042	dadhikrāvṇaḥ
RV		4	39	6a	LŚ		2	7	10	38042	dadhikrāvṇaḥ
RV		4	39	6a	LŚ		2	11	23	38042	dadhikrāvṇaḥ
RV		4	39	6a	KŚ		10	8	9	38042	dadhikrāvṇaḥ
RV		4	39	6a	KŚ		20	6	21	38042	dadhikrāvṇaḥ
RV		4	39	6a	PG		2	10	16	38042	dadhikrāvṇaḥ
RV		4	39	6a	JG			1	14	38042	dadhikrāvṇaḥ
RV		4	39	6a	ViDh			65	12	38042	dadhikrāvṇaḥ
RV		4	39	6a	BDh		4	5	12	38042	dadhikrāvṇaḥ
RV		4	39	6a	ParDh			11	32	38042	dadhikrāvṇaḥ
RV		4	39	6a	VHDh			8	29	38042	dadhikrāvṇaḥ
RV		4	39	6a	BṛhPDh			7	28	38042	dadhikrāvṇaḥ
ŚB	14	3	1	10	KŚ		10	1	24	38043	
ŚB	14	3	1	10	MŚ		4	5	5	38043	
VS			23	63c	ŚŚ		16	7	1c	38065	
RV		1	139	9a	ŚŚ		10	7	7	38072	dadhyaṅ ha
RV		1	116	12c	ŚB	14	5	5	16c	38073	
RV		1	116	12c	KA			1	226c	38073	
RV		1	116	12c	KA			3	226	38073	
RV		1	116	12c	BṛhU		2	5	16c	38073	
TS	1	6	2	4	KS			5	1	38078	
TS	1	6	2	4	KS			32	1	38078	
TS	1	6	2	4	ApŚ		4	9	13	38078	
TS	1	6	2	4	HirŚ		6	3	2	38078	
TS	1	6	2	4	MŚ	1	4	2	4	38078	
AVŚ		7	14	4a	AŚ		5	18	2a	38093	
AVŚ		7	14	4a	ŚŚ		8	3	4a	38093	
RV		5	1	5c	MS		2	7	3c	38095	
RV		5	1	5c	KS			16	3c	38095	
RV		6	74	1c	TS	1	8	22	1c	38096	
RV		6	74	1c	MS		4	10	1c	38096	
RV		6	74	1c	MS		4	11	2c	38096	
RV		6	74	1c	KS			4	16c	38096	
RV		6	74	1c	KS			11	12c	38096	
RV		6	74	1c	ŚŚ		2	4	3c	38096	
VS			8	24c	MS		1	3	39c	38097	
VS			8	24c	KS			4	13c	38097	
VS			8	24c	ŚB	4	4	5	12c	38097	
AVŚ		7	29	2c	MS		4	11	2c	38098	
AVŚ		7	29	2c	KS			4	16c	38098	
AVŚ		7	29	2c	AŚ		2	8	3c	38098	
AVŚ		7	29	2c	ŚŚ		2	4	3c	38098	
VS			16	47b	MS		2	9	9b	38104	
VS			16	47b	KS			17	16b	38104	
VS			16	47b	ŚB	9	1	1	24	38104	
RV		1	132	6g	ŚB	4	6	9	14g	38128	
RV		1	132	6g	Vait			34	1g	38128	
RV		1	132	6g	ApŚ		21	12	9g	38128	
RV		1	132	6g	MŚ	7	2	3	29g	38128	
RV		5	6	9b	VS			15	43b	38131	
RV		5	6	9b	TS	2	2	12	7b	38131	
RV		5	6	9b	TS	4	4	4	6b	38131	
RV		5	6	9b	MS		2	13	5b	38131	
TS	3	4	4	1	PG		1	5	9	38144	
TS	3	4	4	1	ApMB		1	10	9	38144	
TB	3	10	1	1	TB	3	10	10	2	38145	darśā dṛṣṭā
TB	3	10	1	1	ApŚ		19	12	3	38145	darśā dṛṣṭā
RV		9	64	28a	JB			1	93	38151	
RV		9	64	28a	JB			2	9	38151	
RV		9	64	28a	JB			2	103	38151	
RV		9	64	28a	JB			3	35	38151	
RV		9	64	28a	PB		6	9	24	38151	
RV		9	64	28a	PB		6	9	25	38151	
RV		9	64	28a	PB		12	1	1	38151	
RV		9	64	28a	PB		18	8	11	38151	
RV		4	13	4c	KS			11	13c	38154	
RV		4	13	4c	TB	2	4	5	5c	38154	
RV		4	13	4c	ApŚ		16	11	12c	38154	
AVP		5	15	8b	ApŚ		14	30	5b	38161	
RV		9	93	1b	SV			2	768b	38171	
MS		4	9	5b	KA			3	228b	38176	
MS		4	9	5a	KA			3	227	38181	
MS		4	9	5a	KA			3	228a	38181	
MS		4	9	5a	ApŚ		15	8	12	38181	
MS		4	9	5a	MŚ		4	2	36	38181	daśa prācīḥ
TS	7	2	11	1	TS	7	2	16	1	38183	
TS	7	2	11	1	TS	7	2	17	1	38183	
TS	7	2	11	1	KSA			2	1	38183	
TS	7	2	11	1	KSA			2	3	38183	
TS	7	2	11	1	KSA			2	6	38183	
TS	7	2	11	1	KSA			2	7	38183	
HG		1	25	1d	ApMB		2	11	15	38189	
RV		10	184	3d	RVKh		10	184	3d	38192	
RV		10	184	3d	AVŚ		5	25	10	38192	
RV		10	184	3d	AVŚ		5	25	11	38192	
RV		10	184	3d	AVŚ		5	25	12	38192	
RV		10	184	3d	AVŚ		5	25	13	38192	
RV		10	184	3d	AVP		12	3	10d	38192	
RV		10	184	3d	ŚB	14	9	4	21d	38192	
RV		10	184	3d	BṛhU		6	4	21d	38192	
RV		10	184	3d	ApMB		1	12	3d	38192	
RV		10	184	3d	ApMB		1	12	4d	38192	
RV		10	184	3d	ApMB		1	12	6d	38192	
RV		10	184	3d	MG		2	18	2d	38192	
RV		10	184	3d	MG		2	18	4d	38192	
RV		10	184	3d	JG			1	22d	38192	
VS			19	48b	KS			38	2b	38207	
VS			19	48b	ŚB	12	8	1	22	38207	
VS			19	48b	TB	2	6	3	5b	38207	
VS			19	48b	ŚŚ		4	13	1b	38207	
VS			19	48b	ApŚ		6	11	5b	38207	
AVŚ		2	9	1a	Kauś			27	5	38208	daśavṛkṣa
RV		3	29	13c	TB	1	2	1	19c	38230	
RV		3	29	13c	ApŚ		5	11	6c	38230	
RV		10	85	45c	HG		1	20	2c	38241	
RV		10	85	45c	ApMB		1	4	6c	38241	
RV		1	95	2a	TB	2	8	7	4a	38244	
MS		4	9	5c	TA		4	6	2c	38247	
MS		4	9	5c	KA			3	228c	38247	
RV		7	69	3b	TB	2	8	7	7b	38261	
AVŚ		7	73	2d	AŚ		4	7	4d	38262	
AVŚ		7	73	2d	ŚŚ		5	10	8d	38262	
RV		1	92	18b	RV		8	5	11b	38269	
RV		1	92	18b	RV		8	8	1c	38269	
RV		1	92	18b	SV			2	1085b	38269	
RV		1	92	18b	SV			2	1094c	38269	
RV		8	43	26b	KS			38	12d	38276	
RV		8	43	26b	KS			39	15b	38276	
RV		8	43	26b	ApŚ		16	6	7d	38276	
RV		4	4	15c	MS		4	11	5c	38282	
RV		4	4	15c	KS			6	11c	38282	
RV		10	85	38d	PG		1	7	3d	38284	
RV		10	85	38d	ApMB		1	5	3d	38284	
RV		10	85	38d	MG		1	11	12d	38284	
RV		10	85	38d	VārG			14	20d	38284	
TB	3	10	1	1	TB	3	10	10	3	38287	dātā pradātā
TB	3	10	1	1	ApŚ		19	12	4	38287	dātā pradātā
ViDh			73	28a	YDh			1	245a	38294	
ViDh			73	28a	AuśDh			5	73a	38294	
ViDh			73	28a	BṛhPDh			5	280a	38294	
RV		8	44	18b	KS			40	14b	38310	
RV		7	99	3d	MS		1	2	9d	38315	
RV		7	99	3d	KS			2	10d	38315	
RV		7	99	3d	ŚB	3	5	3	14d	38315	
RV		7	99	3d	TA		1	8	3d	38315	
RV		6	45	23b	SV			2	1017b	38330	
RV		8	51	7d	VS			3	34d	38335	
RV		8	51	7d	VS			8	2c	38335	
RV		8	51	7d	TS	1	4	22	1c	38335	
RV		8	51	7d	TS	1	5	6	4d	38335	
RV		8	51	7d	MS		1	3	26d	38335	
RV		8	51	7d	KS			4	10d	38335	
RV		8	51	7d	KS			7	2d	38335	
RV		8	51	7d	ŚB	2	3	4	38	38335	
RV		8	51	7d	ŚB	4	3	5	10d	38335	
TA		4	8	3	ApŚ		15	9	8	38338	
RV		8	33	8a	AVŚ		20	57	12a	38343	
RV		8	33	8a	SV			2	1047a	38343	
RV		8	33	8a	KB			24	8	38343	
RV		8	33	8a	ŚŚ		11	12	4	38343	
SV			1	93b	ApŚ		16	7	3b	38349	
RV		2	12	11d	AVP		12	15	1d	38352	
RV		2	2	7a	MS		4	12	2a	38362	
RV		2	2	7a	ŚŚ		3	2	4	38362	dā no agne bṛhataḥ
RV		2	2	7a	MS		4	14	16	38362	dā no agne
RV		2	2	7a	MŚ	5	1	10	59	38362	dā no agne
RV		6	48	2b	VS			27	44b	38386	
RV		6	48	2b	MS		2	13	9b	38386	
RV		6	48	2b	KS			39	12b	38386	
RV		6	48	2b	ApŚ		17	9	1b	38386	
RV		1	3	7c	TS	1	4	16	1c	38392	
RV		1	3	7c	MS		1	3	18c	38392	
RV		1	3	7c	KS			4	7c	38392	
RV		1	3	7c	ŚB	4	3	1	27c	38392	
RV		1	3	7c	AA	1	1	4	13	38392	
RV		1	3	7c	N			12	40c	38392	
RV		3	12	6b	SV			2	1054b	38396	
RV		3	12	6b	TS	1	1	14	1b	38396	
RV		3	12	6b	MS		4	10	5b	38396	
RV		3	12	6b	KS			4	15b	38396	
RV		1	32	11a	N			2	17a	38397	
RV		8	51	9b	VS			33	82b	38400	
AVŚ		6	71	3b	TA		2	6	2b	38412	
AVP		14	3	9d	TS	4	5	1	3d	38417	
AVP		14	3	9d	MS		2	9	2d	38417	
AVP		14	3	9d	KS			17	11d	38417	
AVP		14	3	9d	NīlarU				9d	38417	
VS			6	19	VS			39	2	38429	
VS			6	19	TS	7	1	15	1	38429	
VS			6	19	MS		3	12	7	38429	
VS			6	19	KSA			1	6	38429	
VS			6	19	ŚB	2	4	4	24	38429	
VS			6	19	ŚB	3	8	3	35	38429	
VS			6	19	ŚB	14	3	2	10	38429	
VS			6	19	ŚB	14	9	3	6	38429	
VS			6	19	BṛhU		6	3	6	38429	
VS			6	19	AŚ		2	4	13	38429	
RV		4	2	11d	KS			40	5d	38433	
VS			18	22	KS			18	11	38436	
AVŚ		7	7	1a	MŚ	2	3	8	22	38437	diteḥ putrāṇām
AVŚ		7	7	1a	Kauś			59	18	38437	diteḥ putrāṇām
VS			18	26	KS			18	12	38439	
VS			21	13d	KS			38	10d	38440	
VS			21	13d	TB	2	6	18	1d	38440	
VS			14	10	TS	4	3	5	1	38441	
VS			14	10	MS		2	7	20	38441	
VS			14	10	MS		2	8	2	38441	
VS			14	10	KS			17	2	38441	
VS			14	10	KS			39	7	38441	
VS			14	10	ŚB	8	2	4	12	38441	
VS			24	12	MŚ	9	2	3	18	38443	
RV		9	108	9b	SV			2	361b	38446	
TS	1	8	14	1	TB	1	7	8	2	38454	
TS	1	8	14	1	ApŚ		18	15	5	38454	
RV		1	147	3d	TS	1	2	14	5d	38461	
RV		1	147	3d	MS		4	11	5d	38461	
RV		1	147	3d	KS			6	11d	38461	
RV		1	164	12b	PraśU			1	11b	38468	
RV		10	97	17b	VS			12	91b	38474	
RV		10	97	17b	TS	4	2	6	5b	38474	
RV		10	97	17b	MS		2	7	13b	38474	
RV		5	53	6b	MS		2	4	7b	38475	
RV		5	53	6b	KS			11	9b	38475	
TB	3	7	6	19a	HirŚ		6	4	10	38477	
TS	2	4	8	1	MS		2	4	7	38478	
TS	2	4	8	1	MS		2	12	3	38478	
TS	2	4	8	1	KS			11	9	38478	
TS	2	4	8	1	KS			18	15	38478	
RV		9	51	2a	JB			3	209	38480	
TS	2	4	14	2b	KS			8	17b	38482	
TS	2	4	14	2b	TB	1	2	1	22a	38482	
TS	2	4	14	2b	ApŚ		5	13	4a	38482	
VS			29	53a	KSA			6	1a	38483	
TS	4	6	5	1c	MS		3	3	9	38484	
TS	4	6	5	1c	KS			18	4c	38484	
VS			15	64	TS	5	7	6	2	38485	
VS			15	64	MS		2	7	15	38485	
VS			15	64	MS		2	8	14	38485	
VS			15	64	KS			40	5	38485	
VS			15	64	ŚB	8	7	3	18	38485	
VS			15	64	TA		4	8	4	38485	
VS			15	64	TA		5	7	9	38485	
RV		8	34	1	RV		8	34	3	38486	
RV		8	34	1	RV		8	34	4	38486	
RV		8	34	1	RV		8	34	5	38486	
RV		8	34	1	RV		8	34	6	38486	
RV		8	34	1	RV		8	34	7	38486	
RV		8	34	1	RV		8	34	8	38486	
RV		8	34	1	RV		8	34	9	38486	
RV		8	34	1	RV		8	34	10	38486	
RV		8	34	1	RV		8	34	11	38486	
RV		8	34	1	RV		8	34	12	38486	
RV		8	34	1	RV		8	34	13	38486	
RV		8	34	1	RV		8	34	14	38486	
RV		8	34	1	RV		8	34	15	38486	
RV		8	34	1	SV			1	348d	38486	
VS			16	56b	MS		2	9	9b	38490	
VS			16	56b	KS			17	16b	38490	
VS			12	4	TS	1	4	43	1	38509	
VS			12	4	TS	4	1	10	5	38509	
VS			12	4	TS	5	1	10	5	38509	
VS			12	4	TS	6	6	1	1	38509	
VS			12	4	MS		2	7	8	38509	
VS			12	4	MS		2	9	10	38509	
VS			12	4	MS		3	2	1	38509	
VS			12	4	KS			16	8	38509	
VS			12	4	KS			19	11	38509	
VS			12	4	ŚB	6	7	2	6	38509	
VS			12	4	TB	3	3	9	4	38509	
VS			12	4	TA		4	9	3	38509	
VS			12	4	TA		5	8	3	38509	
VS			12	4	TA		6	9	2	38509	
VS			12	4	KA			2	131	38509	
VS			12	4	ApŚ		13	5	8	38509	
VS			12	4	MŚ	6	1	4	10	38509	
RV		10	190	3c	MahānU			5	7c	38515	
TS	3	5	2	2	KS			17	7	38520	
TS	3	5	2	2	KS			37	17	38520	
TS	3	5	2	2	PB		1	9	3	38520	
TS	3	5	2	2	Vait			20	13	38520	
RV		1	164	51d	N			6	22	38521	
RV		1	164	51d	N			7	23d	38521	
TA		4	5	6	ApŚ		15	8	5	38522	
VS			6	21	MS		3	9	4	38524	
VS			6	21	ŚB	3	7	1	32	38524	
VS			6	21	MŚ	1	8	6	10	38524	
VS			6	21	KŚ		6	9	12	38524	divaṃ te dhūmaḥ
VS			1	18	VS			15	64	38526	
VS			1	18	TS	1	1	7	1	38526	
VS			1	18	TS	1	2	12	3	38526	
VS			1	18	TS	4	4	3	3	38526	
VS			1	18	MS		1	1	8	38526	
VS			1	18	MS		1	2	8	38526	
VS			1	18	MS		2	7	15	38526	
VS			1	18	MS		2	8	14	38526	
VS			1	18	MS		3	8	5	38526	
VS			1	18	MS		4	1	8	38526	
VS			1	18	KS			1	6	38526	
VS			1	18	KS			1	7	38526	
VS			1	18	KS			31	5	38526	
VS			1	18	KS			31	6	38526	
VS			1	18	KS			40	5	38526	
VS			1	18	JB			1	39	38526	
VS			1	18	ŚB	1	2	1	11	38526	
VS			1	18	ŚB	3	5	2	14	38526	
VS			1	18	ŚB	8	7	3	18	38526	
VS			1	18	TB	3	2	7	2	38526	
VS			1	18	MŚ	1	2	3	4	38526	
TS	1	3	5	1	MS		1	2	14	38529	
TS	1	3	5	1	MS		3	9	3	38529	
TS	1	3	5	1	ApŚ		7	2	7	38529	
TS	1	3	5	1	MŚ	1	8	1	11	38529	
MS		1	2	14	MŚ	1	8	2	17	38532	
VS			12	5	MS		2	7	8	38533	
VS			12	5	KS			16	8	38533	
VS			12	5	ŚB	6	7	2	15	38533	
VS			13	22b	MS		2	7	16b	38538	
VS			13	22b	KS			16	16b	38538	
AVŚ		10	8	36c	JUB		1	34	10	38540	
AVŚ		3	21	7a	Vait			9	17	38542	divaṃ pṛthivīm
AVŚ		10	9	3d	AVP		14	6	1a	38545	
AVŚ		11	6	10a	MS		2	7	13a	38547	
VS			15	64	MS		2	7	15	38552	
VS			15	64	MS		2	8	14	38552	
VS			15	64	KS			40	5	38552	
VS			15	64	ŚB	8	7	3	18	38552	
RV		9	61	16b	SV			2	239b	38563	
RV		9	61	16b	JB			3	60	38563	
RV		5	60	3b	MS		4	12	5b	38564	
RV		10	8	1c	SV			1	71c	38566	
RV		10	8	1c	TA		6	3	1c	38566	
RV		1	55	1a	AŚ		6	4	10	38567	divaś cid asya
RV		1	55	1a	AŚ		8	6	13	38567	divaś cid asya
RV		1	55	1a	AŚ		8	7	23	38567	divaś cid asya
RV		1	49	1b	RV		8	8	7a	38573	
TB	3	3	2	1a	MŚ	1	2	5	8a	38579	
TB	3	3	2	1a	MŚ	1	3	5	25	38579	
RV		7	15	4b	TB	2	4	8	1b	38582	
VS			1	19	KS			1	6	38585	
VS			1	19	KS			31	5	38585	
VS			1	19	TS	1	1	6	1	38585	
VS			1	19	ŚB	1	2	1	16	38585	
VS			1	19	TB	3	2	6	2	38585	
VS			1	19	ApŚ		1	21	3	38585	
TS	4	4	7	1	KS			39	9	38594	
MS		4	9	10	KA			3	178	38595	
MS		4	9	10	TA		5	9	1	38595	divas tvā paraspāyāḥ
MS		4	9	10	ApŚ		15	14	1	38595	divas tvā paraspāyāḥ
MS		4	9	10	MŚ		4	4	13	38595	divas tvā
TB	1	2	1	18	ApŚ		5	13	8	38597	
TB	1	2	1	18	ApŚ		5	15	6	38597	
RV		10	45	1a	TS	1	3	14	5a	38600	
RV		10	45	1a	TS	4	2	2	1a	38600	
RV		10	45	1a	MS		2	7	9a	38600	
RV		10	45	1a	KS			16	9a	38600	
RV		10	45	1a	ŚB	6	7	4	3	38600	
RV		10	45	1a	ApMB		2	11	21a	38600	
RV		10	45	1a	AŚ		4	13	7	38600	divas pari
RV		10	45	1a	KŚ		16	5	21	38600	divas pari
RV		10	45	1a	ApŚ		6	19	8	38600	divas pari
RV		10	45	1a	ApŚ		16	11	6	38600	divas pari
RV		10	45	1a	MŚ	6	1	4	18	38600	divas pari
RV		10	45	1a	PG		1	16	9	38600	divas pari
RV		10	45	1a	Rvidh		3	11	1	38600	divas pari
RV		7	102	1b	KS			20	15b	38606	
RV		7	102	1b	TB	2	4	4	5b	38606	
RV		7	102	1b	TA		1	29	1b	38606	
RV		7	102	1b	ApŚ		8	1	4b	38606	
RV		10	37	1d	TS	1	2	9	1d	38607	
RV		10	37	1d	MS		1	2	6d	38607	
RV		10	37	1d	KS			2	7d	38607	
RV		10	37	1d	ŚB	3	3	4	24d	38607	
RV		3	53	7b	AVŚ		20	91	2b	38610	
AVŚ		4	27	4b	AVP		14	1	8b	38612	
AVŚ		9	1	1a	Kauś			13	6	38614	divas pṛthivyāḥ
AVP		3	31	1	AVP		3	31	3	38617	
AVP		3	31	1	AVP		3	31	4	38617	
RV		1	61	9b	AVŚ		20	35	9b	38618	
RV		1	61	9b	AVP		1	73	1a	38618	
RV		1	61	9b	MS		3	16	3a	38618	
RV		1	61	9b	MS		4	12	2b	38618	
RV		6	47	27a	AVP		15	11	6a	38619	
RV		6	47	27a	Kauś			10	24	38619	divas pṛthivyāḥ
RV		6	47	27a	Vait			16	12	38619	divas pṛthivyāḥ
AVŚ		4	14	2c	VS			17	65c	38627	
AVŚ		4	14	2c	ŚB	9	2	3	24	38627	
RV		9	83	2d	JB			3	54d	38628	
RV		3	2	12b	TA		3	10	4b	38631	
RV		3	2	12b	ApŚ		14	11	4b	38631	
SV			1	92b	AVŚ		18	1	61b	38632	
VS			37	13	ŚB	14	1	3	29	38637	
VS			37	13	KA			2	91	38637	
VS			37	13	KŚ		26	3	11	38637	divaḥ saṃspṛśaḥ
RVKh		10	127	1c	AVP		6	20	1c	38638	
RVKh		10	127	1c	VS			34	32c	38638	
RVKh		10	127	1c	N			9	29c	38638	
VS			6	6	KŚ		6	3	17	38644	
VS			6	6	ApŚ		7	11	19	38644	
VS			6	6	HirŚ		4	2	71	38644	
KS			39	8	ApŚ		16	32	3	38645	
RV		1	38	9a	MS		2	4	7a	38651	
RV		1	38	9a	KS			11	9a	38651	
RV		1	38	9a	ApŚ		19	26	17	38651	
RV		1	38	9a	MŚ	5	2	6	17	38651	divā cit tamaḥ
RVKh		10	9	1b	ApŚ		4	5	5c	38663	
VS			21	36c	TB	2	6	11	6c	38666	
KS			35	10	ApŚ		14	25	11	38679	
RV		9	97	9d	JB			3	174	38683	
RV		7	64	1a	KB			26	15	38686	
RV		7	64	1a	AŚ		8	11	1	38686	
RV		7	64	1a	ŚŚ		10	11	5	38686	divi kṣayantā
SMB		1	5	11b	PG		1	16	17b	38690	
SMB		1	5	11b	ApMB		2	13	3b	38690	
SMB		1	5	11b	HG		2	3	8b	38690	
SMB		1	5	11b	VārG			2	6b	38690	
SMB		1	5	11b	KBU			2	8b	38690	
MS		1	4	3d	ApŚ		3	9	10d	38694	
VS			11	12c	MS		2	7	2c	38697	
VS			11	12c	MS		3	1	3	38697	
VS			11	12c	KS			16	1c	38697	
VS			11	12c	ŚB	6	3	2	2	38697	
TS	3	4	2	2	KS			13	11d	38701	
TS	3	4	2	2	KS			13	12	38701	
MS		1	3	15	KS			35	7	38705	
AVŚ		11	7	23	AVŚ		11	7	25	38708	
AVŚ		11	7	23	AVŚ		11	7	26	38708	
AVŚ		11	7	23	AVŚ		11	7	27	38708	
RV		10	88	11b	N			7	29b	38713	
MS		4	10	3	TB	3	6	13	1	38714	
MS		4	10	3	TB	3	6	14	3	38714	
MS		4	10	3	AŚ		1	8	7	38714	
TS	1	3	13	1	TA		5	6	7	38715	
TS	1	3	13	1	KA			2	111	38715	
VS			38	11	ŚB	14	2	2	17	38717	
VS			38	11	TA		4	9	3	38717	
VS			38	11	TA		5	8	3	38717	
VS			38	11	KA			2	130	38717	
VS			38	11	KŚ		26	6	5	38717	divi dhāḥ
VS			38	11	MŚ		4	3	22	38717	divi dhāḥ
VS			33	92a	AŚ		8	10	3a	38722	
VS			33	92a	ŚŚ		10	11	9a	38722	
VS			33	92a	N			7	23	38722	
RV		10	8	6c	VS			15	23c	38729	
RV		10	8	6c	TS	4	4	4	1c	38729	
RV		10	8	6c	MS		2	7	15c	38729	
RV		10	8	6c	KS			16	15c	38729	
RV		10	8	6c	TB	3	5	7	1c	38729	
RV		1	187	4c	KS			40	8c	38734	
VS			2	25	ŚB	1	9	3	12	38735	
VS			2	25	ŚŚ		4	12	2	38735	
VS			2	25	KŚ		3	8	11	38735	divi viṣṇuḥ
TS	5	6	1	4	KS			39	1	38738	
TS	5	6	1	4	ApŚ		16	33	3	38738	
TS	5	6	1	4	MŚ	6	1	6	20	38738	
RV		1	91	18d	VS			12	113d	38739	
RV		1	91	18d	TS	4	2	7	4d	38739	
RV		1	91	18d	MS		2	7	14d	38739	
RV		1	91	18d	KS			16	14d	38739	
RV		1	91	18d	KS			37	5d	38739	
RV		1	91	18d	ŚB	7	3	1	46	38739	
RV		1	91	18d	Kauś			68	10d	38739	
RV		6	2	6b	SV			1	83b	38744	
RV		9	61	10b	SV			2	22b	38747	
RV		9	61	10b	VS			26	16b	38747	
RV		9	61	10b	JB			1	81	38747	
RV		9	61	10b	JB			1	116	38747	
RV		9	61	10b	JB			3	40	38747	
RV		5	85	2d	TS	1	2	8	2d	38751	
RV		5	85	2d	MS		1	2	6d	38751	
RV		5	85	2d	KS			2	6d	38751	
RV		5	85	2d	KS			4	9d	38751	
RV		5	85	2d	ŚB	3	3	4	7	38751	
RV		5	85	2d	TS	6	1	11	4	38751	
RV		10	85	1d	ApMB		1	6	1d	38754	
MS		4	9	7	TA		5	7	8	38757	
MS		4	9	7	MŚ		4	3	20	38757	divispṛk
RV		1	22	20c	SV			2	1022c	38763	
RV		1	22	20c	VS			6	5c	38763	
RV		1	22	20c	TS	1	3	6	2c	38763	
RV		1	22	20c	TS	4	2	9	4c	38763	
RV		1	22	20c	MS		1	2	14c	38763	
RV		1	22	20c	KS			3	3c	38763	
RV		1	22	20c	ŚB	3	7	1	18c	38763	
