id	word	wordnet21id	wordnetSupersenseId	wordnetSupersenseName
61367	aspergillosis	disease especially in agricultural workers caused by inhalation of Aspergillus spores causing lumps in skin and ears and respiratory organs	13885	26	state
61368	acanthocytosis	the presence of acanthocytes in the blood stream (as in abetalipoproteinemia)	13885	26	state
61369	agranulocytosis	an acute blood disorder (often caused by radiation or drug therapy) characterized by severe reduction in granulocytes	13885	26	state
61370	analbuminemia	an abnormally low level of albumin in the blood serum	13885	26	state
61371	Banti's disease	a disease characterized by congestion and enlargement of the spleen; accompanied by anemia or cirrhosis	13885	26	state
61372	blackwater	any of several human or animal diseases characterized by dark urine resulting from rapid breakdown of red blood cells	13886	26	state
61373	blackwater fever	severe and often fatal malaria characterized by kidney damage resulting in dark urine	13887	26	state
61374	cat scratch disease	a disease thought to be transmitted to humans by a scratch from a cat	13887	26	state
61375	complication	any disease or disorder that occurs during the course of (or because of) another disease; "bed sores are a common complication in cases of paralysis"	13887	26	state
61376	endemic	a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location	13887	26	state
61377	pycnosis	a degenerative state of the cell nucleus	13890	26	state
61378	cytolysis	pathological dissolution of cells caused by degeneration of their membranes	_	_	_
61379	hyalinization	the state of being hyaline or having become hyaline: "the patient's arterioles showed marked hyalinization"	_	_	_
61380	vacuolization	the state of having become filled with vacuoles	13891	26	state
61381	brucellosis	contracted from meat or milk products from infected domestic animals	_	_	_
61382	malaria	an infective disease caused by sporozoan parasites that are transmitted through the bite of an infected Anopheles mosquito; marked by paroxysms of chills and fever	13891	26	state
61383	Marseilles fever	a disease (common in India and around the Mediterranean area) caused by a rickettsia that is transmitted to humans by a reddish brown tick (ixodid) that lives on dogs and other mammals	13891	26	state
61384	Meniere's disease	a disease of the inner ear characterized by episodes of dizziness and tinnitus and progressive hearing loss (usually unilateral)	13891	26	state
61385	milk sickness	caused by consuming milk from cattle suffering from trembles	13892	26	state
61386	mimesis	any disease that shows symptoms characteristic of another disease	13892	26	state
61387	rheumatism	any painful disorder of the joints or muscles or connective tissues	13893	26	state
61388	periodontal disease	a disease that attacks the gum and bone and around the teeth	13894	26	state
61389	pyorrhea	chronic periodontitis; purulent inflammation of the teeth sockets	13894	26	state
61390	pericementoclasia	pus pocket formation around a tooth	13894	26	state
61391	alveolar resorption	wasting of the bony socket	13894	26	state
61392	gingivitis	inflammation of the gums	13894	26	state
61393	ulatrophia	recession of the gums	13894	26	state
61394	attack	a sudden occurrence of an uncontrollable condition; "an attack of diarrhea"	13894	26	state
61395	anxiety attack	a sudden acute episode of intense anxiety and feelings of panic	13895	26	state
61396	seizure	[f￼r MED benutzen, nicht attack] a sudden occurrence (or recurrence) of a disease; "he suffered an epileptic seizure"	_	_	_
61397	touch	a slight attack of illness; "he has a touch of rheumatism"	13895	26	state
61398	stroke	a sudden loss of consciousness resulting when the rupture or occlusion of a blood vessel leads to oxygen lack in the brain	13895	26	state
61399	convulsion	violent uncontrollable contractions of muscles	13896	26	state
61400	paroxysm	a sudden uncontrollable attack; "a paroxysm of giggling"; "a fit of coughing"	_	_	_
61401	hysterics	an attack of hysteria	13896	26	state
61402	clonus	convulsion characterized by alternating contractions and relaxations	13896	26	state
61403	epileptic seizure	convulsions accompanied by impaired consciousness	13896	26	state
61404	grand mal	a seizure (or a type of epilepsy characterized by such seizures) during which the patient becomes unconscious and has convulsions over the entire body	13896	26	state
61405	petit mal	a seizure (or a type of epilepsy characterized by such seizures) of short duration characterized by momentary unconsciousness and local muscle spasms or twitching	13897	26	state
61406	nervous disorder	a disorder of the nervous system	13898	26	state
61407	akinesis	motionlessness attributable to a temporary paralysis	13898	26	state
61408	alalia	paralysis of the vocal cords resulting in an inability to speak	13898	26	state
61409	cystoplegia	paralysis of the urinary bladder	13899	26	state
61410	epilepsy	a disorder of the central nervous system characterized by loss of consciousness and convulsions	13899	26	state
61411	akinetic epilepsy	epilepsy characterized by akinesia	13899	26	state
61412	cortical epilepsy	epilepsy in which the attack begins with an isolated disturbance of cerebral function	_	_	_
61413	grand mal epilepsy	epilepsy in which the attack involves loss of consciousness and tonic spasms of the musculature followed by generalized jerking	13900	26	state
61414	Jacksonian epilepsy	focal epilepsy in which the attack usually moves from distal to proximal limb muscles on the same side of the body	13900	26	state
61415	myoclonus epilepsy	epilepsy characterized by clonus of muscle groups and progressive mental deterioration and genetic origin	13900	26	state
61416	petit mal epilepsy	epilepsy characterized by paroxysmal attacks of brief clouding of consciousness (a possible other abnormalities)	13901	26	state
61417	complex absence	petit mal seizure accompanied by other abnormalities (atonia or automatisms or vasomotor changes)	13901	26	state
61418	pure absence	petit mal seizure without other complications; followed by 3-per-sec brain-wave spikes	_	_	_
61419	subclinical absence	transient impairment of cortical function demonstrable only by 3-per-second brain-wave spikes	_	_	_
61420	musicogenic epilepsy	reflex epilepsy induced by music	13901	26	state
61421	photogenic epilepsy	reflex epilepsy induced by a flickering light	13901	26	state
61422	posttraumatic epilepsy	a convulsive epileptic state caused by a head injury	13902	26	state
61423	procursive epilepsy	epilepsy in which a seizure is induced by whirling or running	13902	26	state
61424	psychomotor epilepsy	epilepsy characterized clinically by impairment of consciousness and amnesia for the episode; often involves purposeful movements of the arms and legs and sometimes hallucinations	13902	26	state
61425	reflex epilepsy	a form of epilepsy in which attacks are induced by peripheral stimulation	13902	26	state
61426	sensory epilepsy	focal epilepsy initiated by somatosensory phenomena	13902	26	state
61427	status epilepticus	a condition in which there are continuing attacks of epilepsy without intervals of consciousness; can lead to brain damage and death	13903	26	state
61428	tonic epilepsy	epilepsy in which the body is rigid during the seizure	13903	26	state
61429	nympholepsy	a frenzy of emotion; as for something unattainable	13903	26	state
61430	apraxia	inability to make purposeful movements	13903	26	state
